0,10,5
0.1,9.75982,5.46438
0.2,9.50305,5.95707
0.3,9.23008,6.477
0.4,8.94158,7.02257
0.5,8.6385,7.59159
0.6,8.3221,8.18133
0.7,7.99391,8.7885
0.8,7.65575,9.40931
0.9,7.30965,10.0395
1,6.95785,10.6747
1.1,6.6027,11.3099
1.2,6.24665,11.9404
1.3,5.89212,12.5612
1.4,5.54149,13.1679
1.5,5.19703,13.7559
1.6,4.8608,14.3213
1.7,4.53465,14.8606
1.8,4.22018,15.371
1.9,3.9187,15.8499
2,3.63123,16.2957
2.1,3.35853,16.7072
2.2,3.10105,17.0837
2.3,2.85903,17.4251
2.4,2.63246,17.7317
2.5,2.42115,18.0043
2.6,2.22472,18.2438
2.7,2.04268,18.4516
2.8,1.87445,18.6291
2.9,1.71934,18.778
3,1.57664,18.8999
3.1,1.44558,18.9965
3.2,1.32541,19.0697
3.3,1.21538,19.1212
3.4,1.11472,19.1527
3.5,1.02273,19.1657
3.6,0.938708,19.1619
3.7,0.862009,19.1427
3.8,0.792016,19.1095
3.9,0.728153,19.0636
4,0.669886,19.0062
4.1,0.616721,18.9385
4.2,0.568202,18.8614
4.3,0.52391,18.7759
4.4,0.483463,18.6829
4.5,0.44651,18.5831
4.6,0.412733,18.4774
4.7,0.381841,18.3663
4.8,0.353572,18.2505
4.9,0.327685,18.1305
5,0.303964,18.0069
5.1,0.282213,17.88
5.2,0.262252,17.7503
5.3,0.243922,17.6182
5.4,0.227075,17.484
5.5,0.21158,17.3481
5.6,0.197317,17.2106
5.7,0.184178,17.0718
5.8,0.172065,16.9321
5.9,0.160888,16.7915
6,0.150567,16.6504
6.1,0.141029,16.5087
6.2,0.132208,16.3668
6.3,0.124043,16.2247
6.4,0.116479,16.0826
6.5,0.109467,15.9406
6.6,0.102962,15.7987
6.7,0.0969215,15.6572
6.8,0.091309,15.5159
6.9,0.0860899,15.3752
7,0.0812332,15.2349
7.1,0.0767102,15.0953
7.2,0.0724951,14.9562
7.3,0.0685639,14.8178
7.4,0.064895,14.6802
7.5,0.0614685,14.5433
7.6,0.058266,14.4072
7.7,0.055271,14.272
7.8,0.0524679,14.1376
7.9,0.0498429,14.004
8,0.0473828,13.8714
8.1,0.045076,13.7398
8.2,0.0429113,13.609
8.3,0.0408788,13.4793
8.4,0.0389691,13.3505
8.5,0.0371738,13.2227
8.6,0.0354849,13.0959
8.7,0.0338951,12.9701
8.8,0.0323979,12.8453
8.9,0.0309868,12.7215
9,0.0296563,12.5987
9.1,0.0284009,12.477
9.2,0.0272158,12.3563
9.3,0.0260964,12.2366
9.4,0.0250384,12.1179
9.5,0.024038,12.0003
9.6,0.0230916,11.8837
9.7,0.0221956,11.7681
9.8,0.0213471,11.6535
9.9,0.020543,11.54
10,0.0197807,11.4275
